,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
620,0,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,1
621,1,4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,1,1,1
622,1,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,1
623,1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,1,1,1
624,0,2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,1
625,1,4,12,2,3,2141,2,4,3,3,1,1,4,35,3,2,1,3,1,1,1
626,1,1,6,4,0,666,4,4,3,2,1,4,1,39,3,2,2,2,1,2,1
627,0,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,1
628,1,4,15,2,3,1213,3,5,4,3,1,3,2,47,2,2,1,3,1,2,1
629,1,2,9,4,2,1919,1,4,4,3,1,3,3,35,3,1,1,3,1,2,1
630,0,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,1,1
631,1,2,48,1,0,12169,5,1,4,3,2,4,4,36,3,3,1,4,1,2,1
632,0,1,12,2,0,1274,1,2,3,2,1,1,1,37,1,2,1,2,1,1,1
633,1,1,24,1,0,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,1,1
634,1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,1
635,1,4,24,4,3,2684,1,3,4,3,1,2,1,35,3,2,2,2,1,1,1
636,1,4,12,2,9,1542,1,4,2,3,1,4,3,36,3,2,1,3,1,2,1
637,1,4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,2
638,1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,1
639,0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1
640,0,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1
641,1,1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,1
642,1,4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,1
643,1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1
644,1,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,1,1,1
645,1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,1
646,1,2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1
647,1,4,36,4,3,9566,1,3,2,2,1,2,3,31,2,2,2,3,1,1,1
648,1,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1
649,1,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1
650,1,2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,1,1,1
651,1,4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,2,1,1
652,1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1
653,1,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1
654,1,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1
655,1,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,1,1
656,1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,1
657,1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,1
658,1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1
659,1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1
660,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,1,1,1
661,1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,1
662,0,1,24,1,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,2,1
663,1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1
664,1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,1
665,1,4,21,2,1,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,2,1
666,1,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1
667,0,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1
668,0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1
669,0,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1
670,1,2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,1
671,1,1,12,4,0,2122,1,3,3,3,1,2,1,39,3,1,2,2,2,1,2
672,1,4,15,4,3,1459,1,3,4,2,1,2,3,43,3,2,1,2,1,1,1
673,0,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,1,1
674,1,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1
675,1,4,10,2,0,1364,1,3,2,2,1,4,3,64,3,2,1,3,1,2,1
676,1,2,24,4,9,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,2,1
677,1,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,1,2,1
678,0,2,36,2,5,2384,1,2,4,3,1,1,4,33,3,1,1,2,1,1,1
679,0,1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,2,1,1
680,1,4,18,4,3,1582,4,5,4,3,1,4,3,46,3,2,2,3,1,1,1
681,1,4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,2,1
682,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,1
683,1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1
684,1,4,24,2,2,3062,3,5,4,3,1,3,4,32,3,1,1,3,1,2,1
685,1,3,15,4,1,2360,3,3,2,3,1,2,3,36,3,2,1,3,1,2,1
686,1,3,42,4,1,4796,1,5,4,3,1,4,4,56,3,3,1,3,1,1,1
687,0,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,1
688,1,1,9,4,0,2799,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
689,0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1
690,0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1
691,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,1,1,1
692,0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1
693,1,4,6,2,2,1543,4,3,4,1,1,2,1,33,3,2,1,3,1,1,1
694,1,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,2,1
695,1,4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,1,2,1
696,0,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,2,1
697,0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1
698,1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,1
699,0,2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,1,2,1
700,1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,1
701,0,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,1,1,1
702,1,2,30,0,9,4221,1,3,2,2,1,1,3,28,3,2,2,3,1,1,1
703,1,4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,1,1,1
704,0,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,1
705,1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,1
706,1,4,15,2,4,1262,3,4,4,3,1,3,2,36,3,2,2,3,1,2,1
707,1,1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,1,1
708,1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1
709,1,4,24,4,3,1851,1,4,4,4,3,2,3,33,3,2,2,3,1,2,1
710,0,2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,1,2,1
711,0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1
712,1,4,39,2,1,8588,2,5,4,3,1,2,3,45,3,2,1,4,1,2,1
713,0,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1
714,0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1
715,1,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,2
716,0,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,1,2,1
717,1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1
718,0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1
719,1,4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,1,1,1
720,1,4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,1
721,1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,1
722,1,1,24,2,3,1603,1,5,4,2,1,4,3,55,3,2,1,3,1,1,1
723,1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,1
724,0,2,12,2,0,685,1,4,2,4,1,3,3,25,1,2,1,2,1,1,1
725,0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1
726,1,2,18,2,9,4439,1,5,1,3,2,1,1,33,1,2,1,4,1,2,1
727,1,4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,1,1,2
728,1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,1
729,0,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1
730,1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,1
731,1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1
732,0,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1
733,1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,1
734,0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1
735,1,1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,2,1
736,1,4,24,4,3,2872,2,5,3,3,1,4,1,36,3,2,1,3,2,2,1
737,0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,1
738,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,1,1
739,1,4,12,4,5,996,5,4,4,2,1,4,1,23,3,2,2,3,1,1,1
740,0,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,1
741,1,4,36,2,3,3835,5,5,2,2,1,4,1,45,3,2,1,2,1,2,1
742,1,4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,2,1
743,1,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,1
744,1,4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,1,1,2
745,1,4,6,4,3,1382,1,3,1,2,1,1,3,28,3,2,2,3,1,2,1
746,1,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1
747,1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,1
748,1,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,2,1
749,1,4,12,2,3,2073,2,3,4,2,2,2,1,28,3,2,1,3,1,1,1
750,1,4,36,2,3,2394,5,3,4,2,1,4,3,25,3,2,1,3,1,1,1
751,1,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,1
752,0,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1
753,1,2,24,2,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,1,2,1
754,1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,1
755,0,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1
756,1,1,12,2,2,1657,1,3,2,3,1,2,1,27,3,2,1,3,1,1,1
757,0,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,2
758,1,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,2
759,1,4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,1
760,1,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,1,2,1
761,1,4,12,4,3,1934,1,5,2,3,1,2,4,26,3,2,2,3,1,1,1
762,0,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,1,1,1
763,1,4,24,2,3,1901,2,3,4,3,1,4,3,29,3,1,1,4,1,2,1
764,1,4,24,4,1,2346,1,4,4,3,1,3,3,35,3,2,2,3,1,2,1
765,1,4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,2,1
766,0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,1
767,0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,1
768,1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,1
769,0,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,1
770,1,1,6,4,0,1361,1,2,2,3,1,4,1,40,3,2,1,2,2,1,2
771,1,4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,1,2,1
772,1,2,24,4,3,1743,1,5,4,3,1,2,2,48,3,2,2,2,1,1,1
773,0,2,27,0,9,8318,1,5,2,2,1,4,4,42,2,3,2,4,1,2,1
774,1,3,21,2,0,2923,2,3,1,2,1,1,3,28,1,2,1,4,1,2,1
775,0,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,1
776,1,1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,2,1
777,1,4,12,4,9,1412,1,3,4,2,3,2,1,29,3,2,2,4,1,2,1
778,0,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,1
779,1,4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,1
780,1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,1,2,1
781,1,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1
782,1,3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,1,1,1
783,1,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1
784,1,2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,1,2,1
785,0,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1
786,1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,1
787,0,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1
788,1,2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,1
789,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1
790,0,4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,1,2,1
791,1,4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,2
792,1,4,24,2,3,3235,3,5,3,1,1,2,3,36,3,2,1,4,1,2,1
793,1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,1
794,1,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,1,1,1
795,0,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,1
796,1,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,1
797,1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,1,1,1
798,1,4,12,2,3,2171,1,2,2,2,1,2,3,29,1,2,1,3,1,1,1
799,1,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,1
